source,agency_id,agency_name,agency_slug,agency_address,agency_location,public_profile_hint,agents_seen,verified_agents,superagents_seen,active_properties_proxy,sale_properties_proxy,rent_properties_proxy,commercial_properties_proxy,languages,areas,mobile_whatsapp_samples,agent_email_samples,lead_score,priority,pain_signal,recommended_channel
propertyfinder,77,Savills Dubai,savills-dubai-149,"Office Level 15/14, Building Arenco Tower, Dubai Internet City, Sheikh Zayed Road, Dubai, PO Box 95246",Dubai,https://www.propertyfinder.ae/en/broker/savills-dubai-149,10,10,10,150,70,80,0,Arabic; Czech; English; Hindi; Persian/Farsi; Portuguese; Russian; Slovak; Spanish,Al Barari; Al Jaddaf; Business Bay; DIFC; Downtown Dubai; Dubai Harbour; Dubai Hills Estate; Emirates Hills; Jumeirah; Jumeirah Golf Estates; Jumeirah Village Triangle; Meydan; Mohammed Bin Rashid City; Palm Jebel Ali,+971585962848; +971585186390; +971585341757; +971508980157; +971556647236; +971503935029; +971585134555; +971585320727,joana.anjos@savills.me; darya.grechanik@savills.me; muhammad.dogar@savills.me; oksana.semiletova@savills.me; christopher.timoney@savills.me; salma.elbergamy@savills.me; laith.kalomar@savills.me; michaela.holesinska@savills.me,90,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,1339,Banke International Properties,banke-international-properties-1438,"Office 430, Building Emarat Atrium Building, Al Wasl, SZR, Dubai, PO Box 75977",Dubai,https://www.propertyfinder.ae/en/broker/banke-international-properties-1438,4,4,4,176,69,105,2,Arabic; English; Gujarati; Hindi; Punjabi; Sindhi; Thai; Urdu,Business Bay; Downtown Dubai; Dubai Harbour; Dubai Hills Estate; Dubai Industrial City; Dubai Internet City; Dubai South (Dubai World Central); Jebel Ali,+971565155188; +971585170919; +971563441761,mohsin.ali@banke.ae; khushbu@banke.ae; veera.singh@banke.ae; faheem.ahmad@banke.ae,89,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5876,The Network,the-network-6002,"Office 706, Building Arenco Tower, Dubai Media City, Sheikh Zayed Road, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/the-network-6002,9,9,9,153,118,35,0,Arabic; English; Punjabi; Russian; Ukrainian,Arabian Ranches 2; Bluewaters; Business Bay; DAMAC Hills; Damac Lagoons; Dubai Harbour; Dubai Land; Dubai Marina; Dubai Sports City; Jumeirah Village Circle; Mohammed Bin Rashid City; Mudon; Palm Jumeirah; The Views,+971529250246; +971551676306; +971588561138; +971506915676; +971526180658; +971558897021; +971585646836; +971551317524,george.h@thenetwork.ae; mani@thenetwork.ae; dominic@thenetwork.ae; sergo@thenetwork.ae; Leads@thenetwork.ae; graeme.h@thenetwork.ae; sean@thenetwork.ae; mohamad.h@thenetwork.ae,89,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7645,Nine Star Properties L.L.C,nine-star-properties-l-l-c-7771,"Office 610, Building Pinnacle Tower, Al Barsha, Sheikh Zayed Road, Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/nine-star-properties-l-l-c-7771,3,3,2,182,109,66,7,English; Hindi; Spanish,Al Barari; Business Bay; Dubai Investment Park (DIP); Dubai Land; Jumeirah; Palm Jebel Ali; Umm Suqeim,+971503060528; +971585990977; +971585990958,lakhwani.yash@yahoo.com; kirti25977@gmail.com; jyoti.prem@hotmail.com,89,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6140,Alarfeen Real Estate,alarfeen-real-estate-6266,"Office Office no 303, Building Alcon tower B1, Al Rashidiya, Al Rashidiya 2, Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/alarfeen-real-estate-6266,3,3,3,176,31,143,2,Arabic; English; Urdu,Al Barari; Al Satwa; Arjan; Dubai Sports City; Dubai Studio City; Jumeirah Village Circle; Tilal Al Ghaf,+971542798117; +971528689494; +971524468470,pirimtiazhussain@alarfeenrealestate.ae; sherrynadeem@alarfeenrealestate.ae; Sulaiman@alarfeenrealestate.ae,88,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7107,AL ALIYA ALMOTKAMLA REAL ESTATE L.L.C,al-aliya-almotkamla-real-estate-l-l-c-7233,"Office 4, Building KFC Building, Al Mwaihat, Academy Street, Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/al-aliya-almotkamla-real-estate-l-l-c-7233,3,3,3,167,98,18,51,Arabic,Ajman Downtown; Al Alia; Al Jurf Industrial; Al Mowaihat; Al Rawda; Al Yasmeen; Al Zahya,+971508583707; +971565040907; +971524080160,yosef97.alali@gmail.com; mustafa.hn.87@gmail.com; ibrahemabdmonam@gmail.com,86,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4994,WHITEWILL REAL ESTATE BROKERS L.L.C,whitewill-real-estate-brokers-l-l-c-5120,"Office 1314, Building The Onyx Tower 1, The Greens, 0, Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/whitewill-real-estate-brokers-l-l-c-5120,7,7,7,140,116,24,0,English; Russian,Al Wasl; Bluewaters; Business Bay; City Walk; Downtown Dubai; Dubai Creek Harbour (The Lagoons); Dubai Harbour; Dubai Hills Estate; Dubai Land; Jumeirah; Jumeirah Lake Towers; Palm Jumeirah; Umm Suqeim,+971554312912; +971542045059; +971523934011; +971508719001; +971503096043; +971529270623; +971526148578,D.panchenko@whitewill.ae; k.nevolko@whitewill.ae; i.pavlikhin@whitewill.ae; V.gamayunov@whitewill.ru; i.matveeva@whitewill.ae; e.kochenova@whitewill.ae; d.makarov@whitewill.ae,85,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6612,RUSH HOUR REAL ESTATE BROKERAGE,rush-hour-real-estate-brokerage-6738,"Office NA, Building NA, Business Bay, NA, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/rush-hour-real-estate-brokerage-6738,3,3,3,162,162,0,0,Arabic; English; French; German; Persian/Farsi; Russian,Business Bay; Dubai Design District; Dubai Harbour; Dubai Internet City; Dubai Marina; Jumeirah Village Circle; Motor City,+971544313048; +971582950658; +971526942956,Dmitry.rushika@rush-hour.ae; Negin@rush-hour.ae; Faysal@rush-hour.ae,85,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4315,Rosenheim Luxury Properties,rosenheim-luxury-properties-4441,"Office 203, Building Emaar Business Park - Building 4, The Greens, Sheikh Zayed Road, Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/rosenheim-luxury-properties-4441,3,3,3,164,46,118,0,English; Russian; Serbian,Al Furjan; Arabian Ranches 3; Business Bay; DAMAC Hills; Dubai Hills Estate; Dubai Marina; Jumeirah Village Circle; Palm Jumeirah,+971544472080; +971589184686; +971521127892,igor@rosenheimgroup.com; louise@rosenheimgroup.com; kristina@rosenheimgroup.com,85,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9525,Osac Properties L.L.C,osac-properties-l-l-c-9651,"Office 2507, Building Churchill Tower, Business Bay, Marasi Drive, Dubai, PO Box 00000",Dubai,https://www.propertyfinder.ae/en/broker/osac-properties-l-l-c-9651,4,4,4,153,106,40,7,Amharic; Arabic; English,Business Bay; Damac Hills 2; Dubai Marina; Dubai Production City (IMPZ); Dubai Studio City; Jumeirah Village Circle; Mohammed Bin Rashid City,+971561366661; +971525445899; +971505720029; +971522509485,contact@osacbusinessgroup.com; fadeel@osacproperties.com; babiker@osacproperties.com; zewdi@osacproperties.com,84,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7842,Sam & Co Prime Properties L.L.C,sam-co-prime-properties-l-l-c-7968,"Office 411, Building Sama, Al Rumaila, AlRumaila, Ajman, PO Box -",Ajman,https://www.propertyfinder.ae/en/broker/sam-co-prime-properties-l-l-c-7968,2,2,2,160,146,12,2,Arabic; English,Al Alia; Al Khan; Al Zahya; Al Zorah,+971555465394; +971503838996,mahmoud@samandco.ae; samandcoproperties@outlook.com,84,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,2635,Treo Homes,treo-homes-2761,"Office Treo HQ, Building 2nd Floor, Dubai Studio City, ., Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/treo-homes-2761,7,7,7,132,89,43,0,Afrikaans; English; Urdu,Arabian Ranches; Arabian Ranches 2; Arabian Ranches 3; Dubai Creek Harbour (The Lagoons); Dubai Investment Park (DIP); Dubai Land; Dubai Sports City; Jumeirah Park; Jumeirah Village Triangle; Meadows; Mudon; Palm Jebel Ali; Umm Suqeim,+971505204911; +971544616111; +971545169080; +971585897455; +971585411995; +971585672373; +971585705506,craig@treo-homes.com; andrie@treo-homes.com; darren@treo-homes.com; samuel@treo-homes.com; sarjun@treo-homes.com; t.harris@treo-homes.com; haider@treo-homes.com,83,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12580,S1 Real Estate,s1-real-estate-12709,"Office 1, Building 1, Al Nakhil, Al nakhil 2, Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/s1-real-estate-12709,2,0,0,190,137,33,20,Arabic; English,Ajman Downtown; Al Jurf Industrial; Al Nuaimiya; Al Rashidiya; Al Zahya,+971523237519; +971563055596,Aymanshehab1974@gmail.com; modyy.201095@gmail.com,83,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,10067,MASAKEN REAL ESTATE L.L.C,masaken-real-estate-l-l-c-10193,"Office Grand Floor, Building Sama, Al Yasmeen, Al Yasmeen, Ajman, PO Box -",Ajman,https://www.propertyfinder.ae/en/broker/masaken-real-estate-l-l-c-10193,2,2,2,159,158,0,1,Arabic; English,Ajman Downtown; Al Yasmeen; Al Zahya,+971505360399; +971562472578,hlive1296@gmail.com; ahmed_fawzy89@outlook.com,83,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5047,Emarh Real Estate LLC,emarh-real-estate-llc-5173,"Office Ground Floor, Building Emarh, Al Rawda, Al Rawda 3, Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/emarh-real-estate-llc-5173,1,1,1,160,37,122,1,Arabic; Serbian,Al Mowaihat; Al Yasmeen; Al Zahya,+971506966039,mohammed942000942000@gmail.com,83,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,1637,Greens Real Estate,greens-real-estate-1764,"Office City - Office #01, Building Flamingo Mall, Al Zorah, Al Ittihad St, Ajman, PO Box -",Ajman,https://www.propertyfinder.ae/en/broker/greens-real-estate-1764,2,2,2,152,127,10,15,English; Hindi; Russian; Urdu,Al Hamra Village; Al Zorah; Muwaileh Commercial,+971557778695; +971585332600,bajwa_realestate@hotmail.com; greensisland.realestate005@gmail.com,82,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4920,Paragon Properties,paragon-properties-5046,"Office Floor 2, Building Emirates sports Hotel, Dubai Sports City, Dubai Sports City, Dubai, PO Box .",Dubai,https://www.propertyfinder.ae/en/broker/paragon-properties-5046,6,6,6,131,56,74,1,Afrikaans; English,Al Barari; DAMAC Hills; Dubai Hills Estate; Dubai Land; Dubai Marina; Jumeirah; Jumeirah Golf Estates; Jumeirah Village Circle; Reem; The Springs; Tilal Al Ghaf,+971544749928; +971583884993; +971586411489; +971566677440; +971586055657; +971509839662,evern@paragonproperties.ae; chris@paragonproperties.ae; travis@paragonproperties.ae; niel@paragonproperties.ae; tanya@paragonproperties.ae; tayler@paragonproperties.ae,82,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6824,SANDCASTLE PROPERTIES LLC,sandcastle-properties-llc-6950,"Office 1308, Building Concord Tower, Dubai Media City, MC, Dubai, PO Box 0",Dubai,https://www.propertyfinder.ae/en/broker/sandcastle-properties-llc-6950,2,2,2,148,119,2,27,English; Hindi; Punjabi; Urdu,Dubai Investment Park (DIP); Dubai South (Dubai World Central); Jumeirah Village Circle; Palm Jebel Ali,+971585357867; +971544565654,arham@sandcastle.ae; ceo@sandcastle.ae,81,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,12774,Team Star Real Estate L.L.C,team-star-real-estate-l-l-c-12903,"Office 02, Building 02, Al Yasmeen, Al Zahia St, Ajman,",Ajman,https://www.propertyfinder.ae/en/broker/team-star-real-estate-l-l-c-12903,2,2,1,149,32,117,0,Arabic; English,Al Mowaihat; Al Rawda; Al Yasmeen; Al Zahya,+971506966347; +971559151175,m.khalaf20033@gmail.com; Mostafasalamaa666@gmail.com,81,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,6573,PSI- Yas Branch,psi-yas-branch-6699,"Office RG-LS-23/24, Building Block 6, PRP77163,, Saadiyat Island, SDN1, Abu Dhabi, PO Box 109537",Abu Dhabi,https://www.propertyfinder.ae/en/broker/psi-yas-branch-6699,6,6,6,123,117,6,0,Arabic; English,Al Reem Island; Khalifa City; Saadiyat Island; Yas Island,+971558998258; +971501644522; +971501981313; +971509807590; +971547338417; +971504599558,l.sales1@psinv.pro; sales34@psinv.pro; sales2@psinv.pro; l.sales3@psinv.pro; ismahane.b@psinv.net; maher.akel@psinv.pro,80,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,5147,Luxbridge International Realty,luxbridge-international-realty-5273,"Office 1309, Building Concorde Tower, Dubai Media City, Al Falak St, Dubai, PO Box -",Dubai,https://www.propertyfinder.ae/en/broker/luxbridge-international-realty-5273,4,4,4,130,69,58,3,English; French; Italian; Romanian; Russian,Al Jaddaf; Al Quoz; Business Bay; Downtown Dubai; Dubai Land; Jumeirah Village Circle; Jumeirah Village Triangle; Meydan; Nad Al Sheba; Palm Jumeirah,+971529424521; +971521354834; +971524044729; +971556868674,irina@luxbridgerealty.com; angela@luxbridgerealty.com; sergiu@luxbridgerealty.com; John@luxbridgerealty.com,80,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7486,Blue Lagoons Real Estate,blue-lagoons-real-estate-7612,"Office 519, Building AB Centre, Al Barsha, Shaikh Zayed Road, Dubai, PO Box 453652",Dubai,https://www.propertyfinder.ae/en/broker/blue-lagoons-real-estate-7612,2,2,2,135,48,74,13,English; Russian; Tagalog,Dubai Festival City; Dubai Marina; Jumeirah Beach Residence; Jumeirah Lake Towers; World Trade Center,+971547870410; +971501086059,liz@bluelagoonsrealestate.com; alyona@bluelagoonsrealestate.com,79,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,9245,ORLA PROPERTIES L.L.C,orla-properties-l-l-c-9371,"Office 108, Building Khaldoun Ahmed Al-Sharaa Builiding, Nadd Al Sheba, Nad Al Sheba 1, Dubai, PO Box NA",Dubai,https://www.propertyfinder.ae/en/broker/orla-properties-l-l-c-9371,2,2,2,136,117,19,0,Arabic; English; French,Al Barsha; Arjan; Dubai Science Park; Mohammed Bin Rashid City; Nad Al Sheba,+971564169219; +971525890304,m.alderaawi@orlaproperties.com; c.wehbe@orlaproperties.com,79,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4619,3S Real Estate Brokers,3s-real-estate-brokers-4745,"Office 604, Building Ghadeer Al Tair, Al Quoz, Logistic Park - S04 - 604 - Al Quoz - Ghadeer Al Tair - Dubai, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/3s-real-estate-brokers-4745,3,3,3,132,105,24,3,English; Hindi; Urdu,Al Furjan; Arabian Ranches 3; Business Bay; Damac Hills 2; Dubai Land; Dubai South (Dubai World Central); Palm Jebel Ali,+971585708220; +971557063362; +971504500442,ahsan@3sbrokers.com; bilal.ali@3sbrokers.com; salmanali@3sbrokers.com,79,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,3101,Allsopp & Allsopp - Jumeirah Golf Estates,allsopp-allsopp-jge-3227,"Office Unit 8, Building The Fairway, Jumeirah Golf Estates, n/a, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/allsopp-allsopp-jge-3227,6,6,6,110,88,22,0,English; French,Al Barari; Arabian Ranches; Dubai Hills Estate; Dubai Investment Park (DIP); Dubai Land; Dubai Sports City; Jumeirah Golf Estates; Jumeirah Village Circle; Living Legends; Motor City; Tilal Al Ghaf,+971567995941; +971562349864; +971501318007; +971503855736; +971585228337; +971508928755,darren.m@allsoppandallsopp.com; carine@allsoppandallsopp.com; liam@allsoppandallsopp.com; ben.p@allsoppandallsopp.com; c.pepworth@allsoppandallsopp.com; kieran@allsoppandallsopp.com,78,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,3676,DNL Properties LLC,dnl-properties-llc-3802,"Building 8, Business Bay, Sales Boutique, Retail G07, Bay Square, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/dnl-properties-llc-3802,4,4,4,124,101,19,4,Arabic; English; Gujarati; Hindi; Urdu,Business Bay; City Walk; Downtown Dubai; Dubai Design District; Dubai Hills Estate; Dubai Land; Jumeirah; Nad Al Sheba,+971555882354; +971503802444; +971563079286; +971585891591,rajesh@dnl.ae; yash@dnl.ae; omar.m@dnl.ae; shoaib@dnl.ae,78,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,7020,Sky View Real Estate Brokers - Hessa St,sky-view-real-estate-brokers-hessa-branch-7146,"Office Shop 1, Building Third، 375 - 36M2+C6G، البرشاء، Shop#1, Hessa Street, Al Barsha, Hessa St, Dubai,",Dubai,https://www.propertyfinder.ae/en/broker/sky-view-real-estate-brokers-hessa-branch-7146,5,5,5,115,112,1,2,English; Hindi; Kannada; Malayalam; Punjabi; Tamil; Urdu,Al Jaddaf; Arabian Ranches 3; Downtown Dubai; Dubai Investment Park (DIP); Dubai Land; Jumeirah Village Triangle; Maritime City; Mohammed Bin Rashid City; Nad Al Sheba; Palm Jebel Ali,+971521585415; +971529959035; +971521063987; +971529959018; +971586327372,laveesh@skyviewre.ae; ashiq@skyviewdubai.com; deepali@skyviewdubai.com; Ikhwak@skyviewdubai.com; m.najed@skyviewre.ae,78,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
propertyfinder,4338,Arabian Estates,arabian-estates-4464,"Office 21 M Floor, Building Golden Mile 2, Palm Jumeirah, Palm Jumeirah Road, Dubai, PO Box 0000",Dubai,https://www.propertyfinder.ae/en/broker/arabian-estates-4464,8,8,8,99,76,23,0,Croatian; English; Persian/Farsi; Serbian; Swedish,Al Furjan; Al Sufouh; Arjan; Business Bay; Downtown Dubai; Dubai Hills Estate; Dubai Marina; Dubai Science Park; Jumeirah Beach Residence; Jumeirah Golf Estates; Meadows; Mohammed Bin Rashid City; Palm Jumeirah; The Springs,+971585918768; +971509021051; +971585780900; +971585468393; +971561921275; +971585693838; +971585906929; +971585566633,charlie.w@arabianestates.ae; russ@arabianestates.ae; ben@arabianestates.ae; simone@arabianestates.ae; kibz.ahmed@arabianestates.ae; aisha@arabianestates.ae; nathan@arabianestates.ae; danial@arabianestates.ae,77,high,"active listings, broker valuation consistency, seller lead capture",email + manual WhatsApp
